age,is_premium_user,total_visits,avg_session_time,pages_per_session,total_spent,avg_order_value,discount_used,support_tickets,refund_requested,delivery_delay_days,satisfaction_score,nps_score,marketing_spend_per_user,last_3_month_purchase_freq,spend_per_visit,total_time_spent,gender_Female,gender_Male,city_Berlin,city_Delhi,city_Dhaka,city_Hamburg,city_London,city_Mumbai,city_New York,device_type_Desktop,device_type_Mobile,device_type_Tablet,subscription_type_Annual,subscription_type_Monthly,churn_probability,segment,high_risk,segment_label
35.0,0,13,4.72171939543504,4.17354688662096,247.084464063945,57.1469990516596,1,0,0,1,4.0,1,15.99,11,19.00649577364994,61.38235214065551,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0.14146489,2,0,Low Risk
38.0,0,10,3.15068559320111,3.84755707092352,498.84385906874195,63.8011932027742,0,2,0,1,2.0,1,8.04,12,49.88438091843611,31.506855932011103,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0.9369816,2,1,Low Risk
54.0,1,14,9.34082700288858,5.03093781626093,575.817816232783,33.1505208998193,1,2,0,3,4.0,10,8.87,2,41.12984107878157,130.77157804044012,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0.233572,1,0,Moderate Risk
36.0,1,11,8.07287941254729,5.32652678678348,173.408947736035,87.0298312239056,1,3,0,2,5.0,4,6.44,0,15.764448361053333,88.80167353802018,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0.50257707,3,1,High Risk
41.0,0,15,6.83066186657963,5.92531187762238,911.236916608061,90.4334525208132,0,2,0,3,4.0,3,21.48,3,60.74912372392916,102.45992799869445,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0.6816151,3,1,High Risk
25.0,0,13,8.25125944383976,2.39334112022682,299.56465349321,89.6693828890325,1,0,0,5,5.0,1,21.68,10,23.043433111521303,107.26637276991688,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0.01703452,2,0,Low Risk
43.0,0,18,11.1680440302025,1.89828832839053,617.270867511097,73.0435056702653,0,1,0,1,4.0,1,28.53,7,34.29282406768183,201.024792543645,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0.08996527,2,0,Low Risk
36.0,0,7,10.297290048473,5.39797678942398,262.08164412694,43.5098017415181,0,6,0,5,5.0,4,18.92,7,37.44022952667292,72.081030339311,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0.2684936,1,0,Moderate Risk
36.0,0,15,6.96992169461976,2.92778065362974,667.764068946264,41.0737744170707,0,1,0,2,5.0,10,20.98,13,44.517601628577495,104.5488254192964,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0.017376918,2,0,Low Risk
34.0,0,13,7.6053487692426,3.43167618021543,178.121544501536,34.7425794185076,1,5,0,4,4.0,1,12.33,4,13.701656215375369,98.86953400015379,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0.9204679,2,1,Low Risk
45.0,0,17,11.2497358753828,4.14820795649145,666.438163933891,2.32760620812201,1,1,0,1,3.0,6,28.11,8,39.202242631273435,191.24550988150762,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0.024154143,0,0,Critical Risk
22.0,1,10,6.08678142555463,4.50835716481522,396.458836389844,47.2648447451383,0,3,0,1,3.0,1,26.01,1,39.64587967439644,60.8678142555463,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0.04807713,2,0,Low Risk
36.0,1,21,7.4905683781866,2.96082458491247,738.700198807894,99.7378062362699,0,2,0,4,3.0,2,12.8,4,35.17619826817599,157.3019359419186,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0.052106377,2,0,Low Risk
33.0,0,15,10.4559533916995,5.93271600551567,452.191385505154,83.9023523465422,0,2,0,1,2.0,2,28.41,6,30.14609035727091,156.8393008754925,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0.76890796,2,1,Low Risk
40.0,1,15,10.859952670269,4.81754226475939,724.844630815973,56.0622409313109,0,0,0,1,3.0,4,19.34,1,48.32297216620006,162.899290054035,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0.032431252,1,0,Moderate Risk
37.0,1,13,7.69014072477255,6.35046363836634,169.463044129049,86.708467595137,1,4,0,1,4.0,6,21.65,11,13.035617776417787,99.97182942204314,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0.5028999,1,1,Moderate Risk
47.0,0,18,14.023940884065,5.11362938157476,65.901326251174,52.4283257558883,0,1,0,3,3.0,3,28.11,0,3.6611845883327447,252.43093591317,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0.6088858,2,1,Low Risk
39.0,0,20,8.42238726402152,5.16339718516969,462.122535157333,67.197849437207,0,2,0,2,2.0,9,12.91,2,23.10612560256037,168.4477452804304,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0.89563876,1,1,Moderate Risk
29.0,1,17,4.09787675277307,5.94111002293121,893.998058731077,55.5652789280507,0,1,0,4,4.0,5,12.16,4,52.588118008409346,69.6639047971422,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0.25739032,0,0,Critical Risk
36.0,1,22,11.3281911129199,5.51455626476889,316.916649617665,70.3272660356992,0,3,0,3,2.0,4,25.88,6,14.405301600561971,249.2202044842378,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0.61337686,3,1,High Risk
33.0,0,9,6.41006846314318,6.39174832466964,469.230284448055,77.2165603513276,1,1,0,4,3.0,2,27.56,2,52.136692479040285,57.690616168288614,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0.027152494,1,0,Moderate Risk
45.0,0,19,10.0487417286164,0.775027650687028,197.443139312273,5.68079257502959,1,5,0,3,3.0,2,22.76,12,10.391743627396282,190.92609284371161,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0.715011,3,1,High Risk
31.0,0,19,8.58696427563036,3.14324147729308,706.643291725302,66.5400038747933,1,4,0,3,4.0,8,21.05,3,37.19175023860799,163.15232123697683,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0.25352266,2,0,Low Risk
35.0,0,12,16.1332705078706,2.3912577488111,611.838380884917,38.126280984307,1,5,0,6,4.0,4,10.79,8,50.98652749153246,193.59924609444718,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0.25800562,2,0,Low Risk
39.0,0,15,6.79603690506126,1.47652460552236,1041.57339204352,58.9167300843538,1,1,0,3,4.0,3,16.33,5,69.4382215070199,101.9405535759189,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0.1254539,3,0,High Risk
25.0,0,14,7.91127846385238,5.04550527309555,235.388141251733,30.7250880755542,0,0,0,2,4.0,4,7.95,13,16.813437459878255,110.75789849393331,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0.210883,1,0,Moderate Risk
41.0,0,18,7.80533322731022,6.98391790719104,498.84385906874195,103.384895742397,1,4,0,3,4.0,10,27.29,11,27.713546186399764,140.49599809158394,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0.061817944,2,0,Low Risk
51.0,1,14,7.29774010263071,3.4563186124939,868.904352033418,105.65877893029,0,1,0,2,4.0,7,20.11,9,62.064592140630424,102.16836143682994,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0.19262394,3,0,High Risk
33.0,0,12,4.36770405702404,4.07305256892857,490.76336619637,72.5523467364365,1,3,0,2,3.0,0,19.63,2,40.896943774952184,52.412448684288485,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0.021840287,1,0,Moderate Risk
24.0,0,11,4.16363829045624,4.57546407045439,746.263419770238,63.0309796155878,0,1,0,3,4.0,10,27.49,0,67.84212290255593,45.800021195018644,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0.08075214,2,0,Low Risk
34.0,0,16,6.99596357114135,3.00059311737826,121.242500388584,102.386650047199,0,0,0,3,4.0,3,12.7,0,7.577655800683012,111.9354171382616,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0.38328558,3,0,High Risk
36.0,0,14,8.08237197484927,4.28601180130871,52.3216851883951,82.7119162724702,0,3,0,6,3.0,3,18.3,5,3.737262960795153,113.15320764788979,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0.9036791,0,1,Critical Risk
38.0,1,19,6.71847016927712,6.7836088373738,498.84385906874195,51.320209687993,1,1,0,5,4.0,3,18.89,14,26.254938569147544,127.65093321626529,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0.17061414,3,0,High Risk
40.0,1,15,6.81942929045614,3.0817529049564,304.287221875689,74.4896666715759,1,0,0,4,4.0,6,15.2,5,20.28581343932504,102.2914393568421,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0.208004,3,0,High Risk
36.0,0,22,9.96199727398331,3.15830563225814,680.424493464025,32.4022738738922,1,3,0,3,5.0,3,15.62,10,30.928384660710922,219.1639400276328,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0.014232283,2,0,Low Risk
33.0,0,15,6.6376751267018,3.22514653546878,563.075018017443,48.2718166831358,1,2,0,5,3.0,10,13.76,6,37.53833203194073,99.565126900527,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0.04798233,0,0,Critical Risk
39.0,0,9,3.65015236918418,3.43949810411848,1227.65905320681,68.787542100628,1,1,0,2,2.0,7,16.62,10,33.41357207859495,32.85137132265762,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0.43343863,3,0,High Risk
26.0,0,16,9.84708633861861,4.27498701396736,294.48362108758,64.3579195840657,1,3,0,2,4.0,10,21.78,0,18.405225167647174,157.55338141789775,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0.21534532,1,0,Moderate Risk
31.0,0,10,11.2582364329103,2.39379344863762,870.016597227228,38.9419417357954,0,4,0,2,4.0,3,19.57,3,87.0016510225577,112.582364329103,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0.12786683,0,0,Critical Risk
36.0,0,13,9.66419539377329,4.01905911552252,495.707845973738,34.6689098567563,0,1,0,5,5.0,2,14.93,10,38.13136983402833,125.63454011905279,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0.023650268,2,0,Low Risk
33.0,0,16,6.74362848565958,3.32885579461547,472.200879504077,52.406841647013,0,0,0,4,3.0,7,5.86,8,29.51255312447024,107.89805577055328,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0.030698502,3,0,High Risk
32.0,1,12,7.53357826482661,4.49485529997313,498.84385906874195,38.6543667057384,0,3,0,1,3.0,3,14.2,4,41.570318124868656,90.40293917791932,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0.04383837,1,0,Moderate Risk
38.0,0,12,6.84322947743258,4.90449496491673,1147.63311695534,45.4823754164389,1,1,0,5,4.0,8,21.08,3,33.41357207859495,82.11875372919096,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0.16671738,3,0,High Risk
29.0,0,10,9.31698945239815,4.20316301143738,950.09496213198,34.6963651906472,0,2,0,3,5.0,6,19.32,6,33.41357207859495,93.1698945239815,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0.030288314,1,0,Moderate Risk
36.0,0,14,11.5614842136526,4.82939805888427,867.329728587336,24.0504639067033,0,2,0,2,5.0,0,12.91,6,61.95211904537265,161.86077899113639,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0.013704783,0,0,Critical Risk
32.0,1,8,9.19304404694668,2.47807046604821,677.675506815746,98.8560495610948,1,0,0,5,3.0,0,22.0,10,84.70942776328978,73.54435237557344,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0.0127126565,3,0,High Risk
32.0,0,21,7.89960795181819,3.96560421411294,132.133272588391,115.997806955069,0,2,0,5,4.0,2,6.88,1,6.2920602998252715,165.89176698818198,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0.58218557,3,1,High Risk
36.0,1,15,8.1818184719182,4.17233875285891,748.425461269926,49.2439048787321,0,4,0,5,4.0,4,17.67,3,49.895027424993245,122.727277078773,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0.15122278,3,0,High Risk
35.0,0,18,9.21095829503977,3.75660575798052,492.730416991764,68.5909261772171,0,1,0,2,5.0,8,25.34,0,27.37391053432519,165.79724931071587,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0.011199096,3,0,High Risk
43.0,0,26,13.456627080234,3.3048190132942,704.216527601613,46.265605399539,1,5,0,3,3.0,9,14.18,11,27.085250019860116,114.63152526432,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0.40523025,2,0,Low Risk
34.0,1,9,10.3440338808289,3.79050105299168,498.84385906874195,25.3557718442727,1,3,0,3,5.0,4,19.64,4,55.427089293516964,93.0963049274601,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0.011955758,3,0,High Risk
32.0,0,16,5.09274307436388,4.96944834950106,812.823760511297,33.7002407697482,0,0,0,5,2.0,5,8.29,11,50.80148185686344,81.48388918982208,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0.8895768,2,1,Low Risk
33.0,0,14,5.10480797967099,2.9954271534977,662.517508455226,38.9012132596003,0,3,0,1,5.0,3,18.6,1,47.32267579518216,71.46731171539386,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0.014279035,0,0,Critical Risk
28.0,0,12,13.3981735921643,4.18086945058941,498.84385906874195,62.1668902957537,0,1,0,0,3.0,8,29.12,10,41.570318124868656,160.7780831059716,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0.020078247,2,0,Low Risk
31.0,0,15,10.1505071180066,5.17301234507666,440.160335838599,14.7441514398811,0,4,0,6,5.0,9,8.35,3,29.344020432971906,152.257606770099,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0.059325583,2,0,Low Risk
55.0,1,16,4.90991977727912,5.17253403305505,234.285571467988,84.6996276393146,0,2,0,2,2.0,9,16.8,13,14.642847301571294,78.55871643646591,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0.8097419,1,1,Moderate Risk
26.0,0,17,5.4273264255244,2.65548839603742,462.721401395654,35.522206084299,1,1,0,2,3.0,3,21.15,4,27.218904363338215,92.26454923391479,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0.021925291,3,0,High Risk
32.0,1,14,7.9042891416405,4.28998937355259,81.1767352598175,73.6397644829006,1,1,0,3,3.0,9,17.41,13,5.798337818677121,110.660047982967,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0.906522,1,1,Moderate Risk
31.0,1,16,11.3933138207802,4.10584041780768,159.611056675596,12.3464308910402,1,1,0,3,5.0,8,28.61,0,9.975690418744097,182.2930211324832,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0.3857118,2,0,Low Risk
33.0,0,9,5.26035379432373,4.38272765865822,461.820089614982,73.8052407582149,1,2,0,2,3.0,7,6.09,5,51.31333758907161,47.343184148913565,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0.051867116,3,0,High Risk
32.0,0,17,9.0962515743774,5.08456489216796,224.69529001606,57.7967600818996,0,2,0,3,2.0,4,17.45,8,13.217369223452398,154.63627676441578,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0.92733103,0,1,Critical Risk
38.0,1,15,12.1699713364329,3.02788297600802,72.4922549119171,69.3990287759579,0,2,0,4,5.0,5,23.26,4,4.832816671940029,182.5495700464935,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0.55530363,2,1,Low Risk
18.0,1,16,5.77214896220965,5.48492400676736,99.0284755814463,57.2709858840411,0,3,0,1,4.0,0,27.6,13,6.189279337010435,92.3543833953544,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0.8349194,3,1,High Risk
45.0,0,12,6.97596367945373,3.28465266243599,439.513932776422,71.8343911042554,1,4,0,2,2.0,9,14.15,7,36.626158012522,83.71156415344475,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0.67893916,1,1,Moderate Risk
41.0,0,11,15.344108019427,4.35302795436443,678.222823489149,58.0369202253268,0,1,0,2,2.0,4,23.76,11,61.65661471204858,168.785188213697,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0.64450926,0,1,Critical Risk
23.0,1,19,7.67197912545056,3.702031128445,455.296889932764,63.1893859469552,1,1,0,2,4.0,6,7.26,9,23.962992945777422,145.76760338356064,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0.40242013,1,0,Moderate Risk
36.0,0,21,7.68160785918955,6.06092115805801,119.193095404267,62.0156680552532,0,3,0,3,4.0,6,20.98,2,5.67586141563836,161.31376504298055,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0.7833653,1,1,Moderate Risk
25.0,1,19,8.2634590265009,4.18863444071774,681.080665721165,65.1957473006295,0,1,0,3,4.0,7,11.7,6,35.84634894077979,157.0057215035171,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0.2960693,2,0,Low Risk
33.0,0,21,7.66411353877529,5.08199594166781,498.84385906874195,42.474901237464,1,3,0,0,2.0,1,7.66,14,23.75446834829874,160.9463843142811,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0.6064243,2,1,Low Risk
36.0,0,11,10.3512273877939,2.79240005201529,97.4830859924556,57.5613243215725,0,1,0,3,4.0,3,9.7,5,8.862097920941608,113.86350126573289,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0.86455363,3,1,High Risk
40.0,1,20,8.73994793515188,3.78413787483618,112.428006049715,7.42722117978752,1,1,0,4,4.0,9,13.22,4,5.621400021415749,174.7989587030376,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0.9450036,0,1,Critical Risk
36.0,1,19,6.4690745123576,4.7999512812668,531.818193688493,41.0446856026157,1,2,0,5,4.0,7,6.1,5,27.990429773582274,122.9124157347944,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0.25651136,0,0,Critical Risk
28.0,0,17,6.29330984125784,1.61272337872119,1208.7233510633,65.7114659676396,0,4,0,2,3.0,3,10.61,7,71.10136940952532,106.98626730138328,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0.029715646,2,0,Low Risk
34.0,0,16,8.93539192361889,3.41178281536126,445.382747276258,53.7394185139452,0,3,0,1,3.0,10,23.02,12,27.836419964989876,142.96627077790225,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0.06398298,3,0,High Risk
38.0,0,13,4.42281068981997,2.94734553238762,725.004680616102,81.2157682754483,1,1,0,5,3.0,8,12.27,1,55.76958652665503,57.49653896765961,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0.01736021,3,0,High Risk
22.0,1,12,10.5502100088074,1.92195245633632,103.683162050107,87.773041635867,0,1,0,1,4.0,9,17.15,2,8.640262784153686,126.6025201056888,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0.5150134,3,1,High Risk
34.0,0,21,14.6597132296581,1.05738714498449,777.403871294041,87.0949135479572,1,2,0,6,3.0,2,29.12,1,37.019230203562415,114.63152526432,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0.033541027,0,0,Critical Risk
28.0,0,17,8.63332010790537,4.46622976357592,848.264323219788,24.6428137291307,1,2,0,5,4.0,2,22.88,12,49.897898430699385,146.7664418343913,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0.063795105,0,0,Critical Risk
24.0,0,17,3.63785405146414,2.84878426549198,295.108330119564,62.6089093096801,0,2,0,2,4.0,7,6.81,11,17.35931251530891,61.84351887489038,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0.29643393,1,0,Moderate Risk
38.0,0,11,7.62554733807238,0.894168198375317,20.5445259083155,57.3045187547989,0,2,0,3,3.0,4,14.84,3,1.8676840036937725,83.88102071879618,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0.72633106,1,1,Moderate Risk
43.0,0,12,6.6162817327833,5.06819817293224,1019.73280948845,55.092961437635,0,1,0,2,4.0,3,20.62,9,84.97772704256025,79.3953807933996,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0.21673419,3,0,High Risk
43.0,1,14,8.31662019343018,3.08095562558023,345.117011931536,27.8177933883068,0,0,0,4,3.0,2,6.39,1,24.651213377165902,116.43268270802253,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0.0150992535,0,0,Critical Risk
41.0,0,13,7.92012122510584,3.07950867563418,491.091646857035,71.6225186775389,0,5,0,2,5.0,3,19.39,5,37.776277621596726,102.96157592637591,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0.88095427,0,1,Critical Risk
30.0,0,12,11.7751450802984,5.80648047823263,450.421459170246,49.9773331244579,0,1,0,5,4.0,9,14.13,6,37.53511846959396,141.30174096358078,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0.29369104,1,0,Moderate Risk
42.0,1,13,6.53503998307783,2.40830607513652,470.203518285841,85.7410034877713,0,0,0,4,4.0,8,9.02,0,36.16949862433403,84.9555197800118,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0.07291762,1,0,Moderate Risk
38.0,0,10,7.83994733523152,4.34523315460565,498.84385906874195,63.9305537711719,1,1,0,6,5.0,0,19.32,12,49.88438091843611,78.3994733523152,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0.017767737,1,0,Moderate Risk
36.0,0,18,5.25020734381707,4.79804457741649,515.211400630356,54.5039379054898,0,1,0,2,4.0,2,6.65,9,28.622854000416776,94.50373218870726,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0.2312958,1,0,Moderate Risk
29.0,0,11,9.02307059403986,5.01143688054577,289.904834498528,48.7623773328216,1,0,0,1,3.0,6,5.68,2,26.35498255850413,99.25377653443846,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0.027926262,2,0,Low Risk
30.0,1,16,10.6116969083152,0.867600893648744,412.172333738361,62.2856111731989,1,1,0,3,2.0,10,13.37,5,25.76076924859948,169.7871505330432,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0.75152946,2,1,Low Risk
36.0,1,23,12.1516450539844,5.34249753221741,664.14855231555,92.2633907233166,0,3,0,2,4.0,9,28.43,2,28.876022758240314,114.63152526432,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0.045498032,2,0,Low Risk
36.0,1,17,9.16164484898924,3.34316921699748,481.917705825598,43.6411592238652,0,0,0,4,4.0,8,5.55,1,28.348098675147018,155.74796243281708,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0.189476,3,0,High Risk
38.0,0,14,8.77926127296406,3.77175968531233,642.845717172079,41.6327279756283,1,4,0,2,3.0,5,5.77,10,45.91754794675222,122.90965782149684,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0.03372186,1,0,Moderate Risk
36.0,0,21,5.69442049940793,5.29744327407977,623.657421741352,70.5714997624441,0,2,0,1,2.0,6,22.4,0,29.697971049684806,119.58283048756654,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0.5434295,2,1,Low Risk
36.0,0,18,1.63316769367049,4.51008229623912,780.562657003539,111.269203669405,0,2,0,6,4.0,10,8.63,4,43.364589646608295,29.39701848606882,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0.17538118,1,0,Moderate Risk
30.0,0,10,6.32921309914288,2.23404539940691,498.84385906874195,85.9670075832926,1,5,0,3,4.0,4,10.84,13,49.88438091843611,63.2921309914288,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0.4410056,2,0,Low Risk
57.0,1,18,7.28159375829193,6.12568452698325,92.0099031776628,25.8347811188829,1,2,0,3,5.0,1,9.28,8,5.111661003666766,131.06868764925474,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0.59003496,3,1,High Risk
31.0,0,17,7.64792981176019,4.08358567576947,312.277456908137,39.972672140329,0,1,0,4,5.0,7,29.79,8,18.369261090522112,130.01480679992324,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0.036009733,3,0,High Risk
44.0,0,18,3.19795733439063,4.87768441578803,708.390007731194,37.3186095804687,0,3,0,3,3.0,0,6.4,14,39.35499824312198,57.56323201903134,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0.015261078,0,0,Critical Risk
31.0,0,16,7.16611912376321,2.29075269632295,1008.02228177999,60.10882722112345,1,4,0,0,3.0,5,24.18,14,63.001388673662575,114.65790598021135,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0.02958756,3,0,High Risk
38.0,1,11,1.57470646606605,3.92786559627351,498.84385906874195,69.4522174925236,0,3,0,1,5.0,2,22.23,4,45.349437610845854,17.32177112672655,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0.018638017,2,0,Low Risk
43.0,1,8,4.13353593185812,3.49082032324655,587.224075985718,90.9427384052371,0,1,0,2,2.0,4,5.43,9,73.40300032283972,33.06828745486496,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0.1013326,2,0,Low Risk
36.0,1,16,11.2720602990816,2.49474419846261,157.216699190884,34.4414545863882,1,2,0,2,4.0,0,20.81,14,9.826043085302556,180.3529647853056,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0.72650623,2,1,Low Risk
29.0,0,14,11.9455287181734,2.18077268955283,222.224727249716,48.8329087533303,0,2,0,2,3.0,0,11.02,9,15.873193669751597,167.2374020544276,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0.11151426,3,0,High Risk
